school,logo,type,color,alt_color,wordmark,Order
Concord,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/concord.svg,DII,#000000,#ffffff,,381
Concordia-St. Paul,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/concordia-st-paul.svg,DII,#000000,#ffffff,,382
CSU Pueblo,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/colorado-st-pueblo.svg,DII,NA,NA,,383
Davenport,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/davenport.svg,DII,NA,NA,,384
Delta St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/delta-st.svg,DII,NA,NA,,385
East Central,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/east-central.svg,DII,#000000,#ffffff,,386
East Stroudsburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/east-stroudsburg.svg,DII,#000000,#ffffff,,387
Eastern N.M.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/eastern-nm.svg,DII,NA,NA,,388
Edinboro,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/edinboro.svg,DII,#000000,#ffffff,,389
Edward Waters,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/edward-waters.svg,DII,#ffffff,#ffffff,,390
Elizabeth City St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/elizabeth-city-st.svg,DII,NA,NA,,391
Emporia St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/emporia-st.svg,DII,NA,NA,,392
Erskine,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/erskine.svg,DII,#ffffff,#ffffff,,393
Fairmont St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fairmont-st.svg,DII,NA,NA,,394
Fayetteville St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fayetteville-st.svg,DII,NA,NA,,395
Ferris St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ferris-st.svg,DII,NA,NA,,396
Findlay,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/findlay.svg,DII,#000000,#ffffff,,397
Fort Hays St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-hays-st.svg,DII,NA,NA,,398
Fort Lauderdale,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-lauderdale.svg,DII,NA,NA,,399
Fort Lewis,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-lewis.svg,DII,#000000,#ffffff,,400
Fort Valley St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/fort-valley-st.svg,DII,NA,NA,,401
Franklin Pierce,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/franklin-pierce.svg,DII,NA,NA,,402
Frostburg St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/frostburg-st.svg,DII,NA,NA,,403
Gannon,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/gannon.svg,DII,#000000,#ffffff,,404
Glenville St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/glenville-st.svg,DII,NA,NA,,405
Grand Valley St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/grand-valley-st.svg,DII,NA,NA,,406
Harding,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/harding.svg,DII,#000000,#ffffff,,407
Hillsdale,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/hillsdale.svg,DII,#000000,#ffffff,,409
Indiana (PA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/indiana-pa.svg,DII,#000000,#ffffff,,410
Jackson St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/jackson-st.svg,DII,NA,NA,,411
Johnson C. Smith,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/johnson-c-smith.svg,DII,NA,NA,,412
Kentucky St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kentucky-st.svg,DII,NA,NA,,413
Kutztown,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/kutztown.svg,DII,#000000,#ffffff,,414
Ky. Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ky-wesleyan.svg,DII,NA,NA,,415
Lake Erie,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lake-erie.svg,DII,NA,NA,,416
Lane,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lane.svg,DII,#000000,#ffffff,,417
Lenoir-Rhyne,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lenoir-rhyne.svg,DII,#000000,#ffffff,,418
Limestone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/limestone.svg,DII,#ffffff,#ffffff,,419
Lincoln (CA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lincoln-ca.svg,DII,NA,NA,,420
Lincoln (MO),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lincoln-mo.svg,DII,#000000,#ffffff,,421
Lincoln (PA),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lincoln-pa.svg,DII,#000000,#ffffff,,422
Lindenwood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lindenwood-mo.svg,DII,#000000,#ffffff,,423
Livingstone,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/livingstone.svg,DII,#000000,#ffffff,,424
Lock Haven,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/lock-haven.svg,DII,#000000,#ffffff,,425
Mars Hill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mars-hill.svg,DII,#000000,#ffffff,,426
Mary,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mary.svg,DII,NA,NA,,427
McKendree,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mckendree.svg,DII,#000000,#ffffff,,428
Midwestern St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/midwestern-st.svg,DII,NA,NA,,431
Miles,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/miles.svg,DII,#000000,#ffffff,,432
Millersville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/millersville.svg,DII,#000000,#ffffff,,433
Minot St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/minot-st.svg,DII,NA,NA,,436
Mississippi Col.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mississippi-col.svg,DII,NA,NA,,437
Missouri S&T,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/missouri-snt.svg,DII,#000000,#ffffff,,438
Missouri Western,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mo-western-st.svg,DII,#000000,#ffffff,,439
Mo. Southern St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/mo-southern-st.svg,DII,NA,NA,,440
MSU Moorhead,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/minn-st-moorhead.svg,DII,NA,NA,,442
N.M. Highlands,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/nm-highlands.svg,DII,NA,NA,,443
Neb.-Kearney,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/neb-kearney.svg,DII,NA,NA,,444
New Haven,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/new-haven.svg,DII,#000000,#ffffff,,445
Newberry,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/newberry.svg,DII,#000000,#ffffff,,446
North Greenville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/north-greenville.svg,DII,#000000,#ffffff,,447
Northeastern St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northeastern-st.svg,DII,NA,NA,,448
Northern St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northern-st.svg,DII,NA,NA,,450
Northwest Mo. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northwest-mo-st.svg,DII,NA,NA,,451
Northwestern Okla.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northwestern-okla.svg,DII,NA,NA,,452
Northwood,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/northwood-mi.svg,DII,NA,NA,,453
Notre Dame (OH),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/notre-dame-oh.svg,DII,NA,NA,,454
Ohio Dominican,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/ohio-dominican.svg,DII,#ffffff,#ffffff,,455
Okla. Baptist,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/okla-baptist.svg,DII,NA,NA,,456
Ouachita Baptist,http://a.espncdn.com/i/teamlogos/ncaa/500/2888.png,DII,#000000,#ffffff,,457
Pace,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pace.svg,DII,#000000,#ffffff,,458
Pittsburg St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/pittsburg-st.svg,DII,NA,NA,,459
Quincy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/quincy.svg,DII,#000000,#ffffff,,460
Saginaw Valley,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/saginaw-valley.svg,DII,#000000,#ffffff,,461
Saint Augustine's,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-augustines.svg,DII,NA,NA,,462
Savannah St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/savannah-st.svg,DII,NA,NA,,463
Shaw,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shaw.svg,DII,#000000,#ffffff,,465
Shepherd,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shepherd.svg,DII,#000000,#ffffff,,466
Shippensburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shippensburg.svg,DII,#000000,#ffffff,,467
Shorter,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/shorter.svg,DII,#000000,#ffffff,,468
Simon Fraser,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/simon-fraser.svg,DII,#000000,#ffffff,,469
Sioux Falls,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/sioux-falls.svg,DII,#000000,#ffffff,,470
Slippery Rock,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/slippery-rock.svg,DII,#000000,#ffffff,,471
South Dakota Mines,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/south-dakota-mines.svg,DII,#000000,#ffffff,,472
Southeastern Okla.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southeastern-okla.svg,DII,NA,NA,,473
Southern Ark.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-ark.svg,DII,NA,NA,,474
Southern Conn. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-conn-st.svg,DII,NA,NA,,475
Southern Nazarene,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southern-nazarene.svg,DII,#000000,#ffffff,,476
Southwest Baptist,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southwest-baptist.svg,DII,#000000,#ffffff,,477
Southwest Minn. St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southwest-minn-st.svg,DII,NA,NA,,478
Southwestern Okla.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/southwestern-okla.svg,DII,NA,NA,,479
St. Anselm,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/st-anselm.svg,DII,#000000,#ffffff,,480
Stonehill,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/stonehill.svg,DII,#000000,#ffffff,,481
Tarleton St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tarleton-st.svg,DII,NA,NA,,482
Tex. A&M-Commerce,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tex-am-commerce.svg,DII,NA,NA,,483
Tex. A&M-Kingsville,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tex-am-kingsville.svg,DII,NA,NA,,484
Tex. Permian Basin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tex-permian-basin.svg,DII,NA,NA,,485
Texas Col.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/texas-college.svg,DII,NA,NA,,486
Tiffin,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tiffin.svg,DII,#000000,#ffffff,,487
Truman,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/truman.svg,DII,NA,NA,,488
Tusculum,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tusculum.svg,DII,#000000,#ffffff,,489
Tuskegee,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/tuskegee.svg,DII,#000000,#ffffff,,490
UIndy,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/indianapolis.svg,DII,NA,NA,,491
UNC Pembroke,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/unc-pembroke.svg,DII,#000000,#ffffff,,492
Upper Iowa,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/upper-iowa.svg,DII,#000000,#ffffff,,493
UVa-Wise,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/uva-wise.svg,DII,NA,NA,,494
Valdosta St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/valdosta-st.svg,DII,NA,NA,,495
Virginia St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-st.svg,DII,NA,NA,,496
Virginia Union,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-union.svg,DII,#000000,#ffffff,,497
Virginia-Lynchburg,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/virginia-lynchburg.svg,DII,NA,NA,,498
Walsh,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/walsh.svg,DII,#000000,#ffffff,,499
Washburn,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/washburn.svg,DII,#000000,#ffffff,,500
Wayne St. (MI),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wayne-st-mi.svg,DII,NA,NA,,501
Wayne St. (NE),https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wayne-st-ne.svg,DII,NA,NA,,502
West Ala.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-ala.svg,DII,NA,NA,,503
West Chester,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-chester.svg,DII,#000000,#ffffff,,504
West Florida,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-florida.svg,DII,#ffffff,#ffffff,,505
West Ga.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-ga.svg,DII,NA,NA,,506
West Liberty,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-liberty.svg,DII,#000000,#ffffff,,507
West Tex. A&M,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-tex-am.svg,DII,NA,NA,,508
West Va. Wesleyan,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-va-wesleyan.svg,DII,NA,NA,,509
West Virginia St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/west-virginia-st.svg,DII,NA,NA,,510
Western Colo.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/western-st.svg,DII,NA,NA,,511
Western N.M.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/western-nm.svg,DII,NA,NA,,512
Western Ore.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/western-ore.svg,DII,NA,NA,,513
Wheeling,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wheeling-jesuit.svg,DII,NA,NA,,514
William Jewell,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/william-jewell.svg,DII,#ffffff,#ffffff,,515
Wingate,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/wingate.svg,DII,#000000,#ffffff,,516
Winona St.,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/winona-st.svg,DII,NA,NA,,517
Winston-Salem,https://i.turner.ncaa.com/sites/default/files/images/logos/schools/bgl/winston-salem.svg,DII,#bb0100,#ffffff,,518
Adrian,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Adrian.jpg,DIII,#000000,#ffffff,,519
Albion,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Albion.jpg,DIII,#000000,#ffffff,,520
Albright,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Albright.jpg,DIII,#000000,#ffffff,,521
Alfred State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Alfred%20State.jpg,DIII,NA,NA,,522
Alfred,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Alfred.jpg,DIII,#000000,#ffffff,,523
Allegheny,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Allegheny.jpg,DIII,#000000,#ffffff,,524
Alma,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Alma.jpg,DIII,#ffffff,#ffffff,,525
Alvernia,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Alvernia.jpg,DIII,NA,NA,,526
Amherst,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Amherst.jpg,DIII,NA,NA,,527
Anderson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Anderson.jpg,DIII,#ffffff,#ffffff,,528
Anna Maria,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Anna%20Maria.jpg,DIII,NA,NA,,529
Augsburg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Augsburg.jpg,DIII,#000000,#ffffff,,530
Augustana,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Augustana.jpg,DIII,NA,NA,,531
Aurora,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Aurora.jpg,DIII,#000000,#ffffff,,532
Austin,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Austin.jpg,DIII,#ffffff,#ffffff,,533
Averett,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Averett.jpg,DIII,#000000,#ffffff,,534
Baldwin Wallace,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Baldwin%20Wallace.jpg,DIII,NA,NA,,535
Bates,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bates.jpg,DIII,NA,NA,,536
Beloit,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Beloit.jpg,DIII,NA,NA,,537
Benedictine,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Benedictine.jpg,DIII,NA,NA,,538
Berry,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Berry.jpg,DIII,NA,NA,,539
Bethany,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bethany.jpg,DIII,NA,NA,,540
Bethel,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bethel.jpg,DIII,#ffffff,#ffffff,,541
Birmingham-Southern,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Birmingham-Southern.jpg,DIII,#000000,#ffffff,,542
Bluffton,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bluffton.jpg,DIII,#000000,#ffffff,,543
Bowdoin,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bowdoin.jpg,DIII,#000000,#ffffff,,544
Brevard,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Brevard.jpg,DIII,NA,NA,,545
Bridgewater State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bridgewater%20State.jpg,DIII,#000000,#ffffff,,546
Bridgewater,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Bridgewater.jpg,DIII,#ffffff,#ffffff,,547
Brockport,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Brockport.jpg,DIII,NA,NA,,548
Buena Vista,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Buena%20Vista.jpg,DIII,#000000,#ffffff,,549
Buffalo State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Buffalo%20State.jpg,DIII,#000000,#ffffff,,550
Cal Lutheran,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Cal%20Lutheran.jpg,DIII,#000000,#ffffff,,551
Capital,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Capital.jpg,DIII,#000000,#ffffff,,552
Carleton,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Carleton.jpg,DIII,#000000,#ffffff,,553
Carnegie Mellon,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Carnegie%20Mellon.jpg,DIII,#000000,#ffffff,,554
Carroll,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Carroll.jpg,DIII,NA,NA,,555
Carthage,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Carthage.jpg,DIII,#000000,#ffffff,,556
Case Western Reserve,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Case%20Western%20Reserve.jpg,DIII,#000000,#ffffff,,557
Castleton,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Castleton.jpg,DIII,NA,NA,,558
Catholic,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Catholic.jpg,DIII,#ffffff,#ffffff,,559
Central,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Central.jpg,DIII,#000000,#ffffff,,560
Centre,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Centre.jpg,DIII,#000000,#ffffff,,561
Chapman,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Chapman.jpg,DIII,#000000,#ffffff,,562
Chicago,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Chicago.jpg,DIII,#000000,#ffffff,,563
Christopher Newport,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Christopher%20Newport.jpg,DIII,#000000,#ffffff,,564
Claremont-Mudd-Scripps,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Claremont-Mudd-Scripps.jpg,DIII,#87212e,#e0ad12,,565
Cortland,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Cortland.jpg,DIII,NA,NA,,566
Crown,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Crown.jpg,DIII,NA,NA,,567
Curry,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Curry.jpg,DIII,#000000,#ffffff,,568
Dean,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Dean.jpg,DIII,NA,NA,,569
Defiance,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Defiance.jpg,DIII,#000000,#ffffff,,570
Delaware Valley,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Delaware%20Valley.jpg,DIII,#000000,#ffffff,,571
Denison,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Denison.jpg,DIII,#000000,#ffffff,,572
DePauw,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/DePauw.jpg,DIII,#000000,#ffffff,,573
Dickinson,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Dickinson.jpg,DIII,#000000,#ffffff,,574
Dubuque,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Dubuque.jpg,DIII,#000000,#ffffff,,575
East Texas Baptist,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/East%20Texas%20Baptist.jpg,DIII,#000000,#ffffff,,576
Elmhurst,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Elmhurst.jpg,DIII,#000000,#ffffff,,577
Emory and Henry,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Emory%20and%20Henry.jpg,DIII,NA,NA,,578
Endicott,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Endicott.jpg,DIII,NA,NA,,579
Eureka,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Eureka.jpg,DIII,#ffffff,#ffffff,,580
FDU-Florham,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/FDU-Florham.jpg,DIII,#000000,#ffffff,,581
Ferrum,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Ferrum.jpg,DIII,#000000,#ffffff,,582
Finlandia,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Finlandia.jpg,DIII,NA,NA,,583
Fitchburg State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Fitchburg%20State.jpg,DIII,#000000,#ffffff,,584
Framingham State,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Framingham%20State.jpg,DIII,#000000,#ffffff,,585
Franklin and Marshall,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Franklin%20and%20Marshall.jpg,DIII,NA,NA,,586
Franklin,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Franklin.jpg,DIII,#000000,#ffffff,,587
Gallaudet,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Gallaudet.jpg,DIII,#000000,#ffffff,,588
Geneva,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Geneva.jpg,DIII,#ffffff,#ffffff,,589
George Fox,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/George%20Fox.jpg,DIII,NA,NA,,590
Gettysburg,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Gettysburg.jpg,DIII,#000000,#ffffff,,591
Greensboro,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Greensboro.jpg,DIII,#000000,#ffffff,,592
Greenville,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Greenville.jpg,DIII,#000000,#ffffff,,593
Grinnell,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Grinnell.jpg,DIII,#000000,#ffffff,,594
Grove City,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Grove%20City.jpg,DIII,#ffffff,#ffffff,,595
Guilford,https://raw.githubusercontent.com/sportsdataverse/cfbplotR/main/data-raw/dIII/Guilford.jpg,DIII,#000000,#ffffff,,596
